date,indeks,price,volume
06.10.2024,tgegasda,200.36,17304.00
07.10.2024,tgegasda,199.49,65376.00
08.10.2024,tgegasda,197.86,45648.00
09.10.2024,tgegasda,194.07,28176.00
10.10.2024,tgegasda,189.29,33864.00
11.10.2024,tgegasda,192.19,47256.00
12.10.2024,tgegasda,196.13,13152.00
13.10.2024,tgegasda,192.72,15480.00
14.10.2024,tgegasda,197.82,77736.00
15.10.2024,tgegasda,196.15,120744.00
16.10.2024,tgegasda,193.15,119112.00
17.10.2024,tgegasda,194.40,114984.00
18.10.2024,tgegasda,195.15,103296.00
19.10.2024,tgegasda,192.54,17184.00
20.10.2024,tgegasda,193.16,15576.00
21.10.2024,tgegasda,194.31,73224.00
22.10.2024,tgegasda,196.85,86016.00
23.10.2024,tgegasda,198.83,117912.00
24.10.2024,tgegasda,204.43,92376.00
25.10.2024,tgegasda,208.75,93744.00
26.10.2024,tgegasda,209.95,14025.00
27.10.2024,tgegasda,212.13,8712.00
28.10.2024,tgegasda,212.53,82800.00
29.10.2024,tgegasda,208.02,80496.00
30.10.2024,tgegasda,211.48,77640.00
31.10.2024,tgegasda,205.27,70656.00
01.11.2024,tgegasda,193.20,20496.00
02.11.2024,tgegasda,189.39,11184.00
03.11.2024,tgegasda,189.22,17640.00
04.11.2024,tgegasda,195.44,59088.00
05.11.2024,tgegasda,198.27,92568.00
06.11.2024,tgegasda,203.70,116448.00
07.11.2024,tgegasda,197.04,114672.00
08.11.2024,tgegasda,202.22,109824.00
09.11.2024,tgegasda,209.04,12408.00
10.11.2024,tgegasda,208.60,30888.00
11.11.2024,tgegasda,209.40,96624.00
12.11.2024,tgegasda,214.35,144576.00
13.11.2024,tgegasda,216.83,167664.00
14.11.2024,tgegasda,214.82,136584.00
15.11.2024,tgegasda,222.13,110544.00
16.11.2024,tgegasda,222.87,14928.00
17.11.2024,tgegasda,222.85,12936.00
18.11.2024,tgegasda,222.04,101160.00
19.11.2024,tgegasda,225.46,113328.00
20.11.2024,tgegasda,229.75,141144.00
21.11.2024,tgegasda,227.26,175680.00
22.11.2024,tgegasda,235.50,172944.00
23.11.2024,tgegasda,236.74,52032.00
24.11.2024,tgegasda,230.35,17784.00
25.11.2024,tgegasda,227.85,84984.00
26.11.2024,tgegasda,234.37,107352.00
27.11.2024,tgegasda,232.79,143424.00
28.11.2024,tgegasda,225.62,101016.00
29.11.2024,tgegasda,229.34,112224.00
30.11.2024,tgegasda,225.52,76440.00
01.12.2024,tgegasda,230.87,25896.00
02.12.2024,tgegasda,231.92,61056.00
03.12.2024,tgegasda,234.84,93744.00
04.12.2024,tgegasda,234.91,84240.00
05.12.2024,tgegasda,230.14,97416.00
06.12.2024,tgegasda,226.67,73608.00
07.12.2024,tgegasda,222.14,28776.00
08.12.2024,tgegasda,223.06,18360.00
09.12.2024,tgegasda,225.86,91224.00
10.12.2024,tgegasda,220.04,125736.00
11.12.2024,tgegasda,218.46,160824.00
12.12.2024,tgegasda,219.32,148272.00
13.12.2024,tgegasda,212.57,141888.00
14.12.2024,tgegasda,208.67,30000.00
15.12.2024,tgegasda,202.92,36984.00
16.12.2024,tgegasda,201.56,90624.00
17.12.2024,tgegasda,195.54,109248.00
18.12.2024,tgegasda,198.62,83856.00
19.12.2024,tgegasda,199.50,41880.00
20.12.2024,tgegasda,201.98,33744.00
21.12.2024,tgegasda,209.84,30624.00
22.12.2024,tgegasda,213.65,61776.00
23.12.2024,tgegasda,215.65,142224.00
24.12.2024,tgegasda,216.22,94488.00
25.12.2024,tgegasda,222.91,90024.00
26.12.2024,tgegasda,223.61,65952.00
27.12.2024,tgegasda,225.15,93048.00
28.12.2024,tgegasda,228.11,31080.00
29.12.2024,tgegasda,233.11,45672.00
30.12.2024,tgegasda,246.95,101496.00
31.12.2024,tgegasda,228.28,120768.00
